year,route_id,distance,passengers_daily,airfare,market_share
2000,172,1866,354,178,0.2915000021457672
1997,173,1408,314,177,0.2522999942302704
1998,173,1408,347,176,0.41589999198913574
1999,173,1408,450,155,0.4803999960422516
2000,173,1408,403,172,0.47110000252723694
1997,174,2297,552,183,0.20729999244213104
1998,174,2297,584,193,0.18520000576972961
1999,174,2297,680,185,0.16049998998641968
2000,174,2297,764,193,0.19179999828338623
1997,175,2458,737,271,0.4162999987602234
1998,175,2458,832,252,0.41759997606277466
1999,175,2458,1053,256,0.3702000081539154
2000,175,2458,1107,255,0.45089998841285706
1997,176,2441,310,182,0.3034000098705292
1998,176,2441,265,194,0.3302000164985657
1999,176,2441,303,220,0.2670000195503235
2000,176,2441,340,240,0.22930000722408295
1997,177,2337,479,190,0.25519999861717224
1998,177,2337,510,204,0.27969998121261597
1999,177,2337,570,199,0.21299999952316284
2000,177,2337,589,209,0.2298000007867813
1997,178,737,1057,108,0.5501999855041504
1998,178,737,1058,115,0.6256999969482422
1999,178,737,942,107,0.5525999665260315
2000,178,737,1083,129,0.47540000081062317
1997,179,842,888,115,0.5741999745368958
1998,179,842,984,110,0.6384999752044678
1999,179,842,1226,103,0.6028000116348267
2000,179,842,1143,116,0.5759999752044678
1997,180,883,243,138,0.8119999766349792
1998,180,883,147,143,0.698199987411499
1999,180,883,326,125,0.9023999571800232
2000,180,883,239,150,0.8907999992370605
1997,181,383,224,104,0.7219000458717346
1998,181,383,224,106,0.6373000144958496
1999,181,383,184,121,0.5315000414848328
2000,181,383,173,154,0.5476999878883362
1997,182,253,141,146,0.9754000306129456
1998,182,253,118,155,0.9898999929428101
1999,182,253,109,185,0.9801000356674194
2000,182,253,84,241,0.9728000164031982
1997,183,570,430,123,0.5407000184059143
1998,183,570,444,128,0.5515000224113464
1999,183,570,469,123,0.5564000010490417
2000,183,570,434,135,0.6342999935150146
1997,184,597,224,198,0.5216000080108643
1998,184,597,279,161,0.5041000247001648
1999,184,597,286,163,0.4438000023365021
2000,184,597,262,185,0.4388999938964844
1997,185,626,143,159,0.33490002155303955
1998,185,626,178,152,0.6126999855041504
1999,185,626,175,149,0.6960999965667725
2000,185,626,183,163,0.6698000431060791
1997,186,570,354,118,0.5691999793052673
1998,186,570,334,129,0.5954000353813171
1999,186,570,324,131,0.5304000377655029
2000,186,570,364,131,0.5602999925613403
1997,187,1818,149,208,0.2393999993801117
1998,187,1818,170,197,0.21860000491142273
1999,187,1818,198,184,0.3879999816417694
2000,187,1818,179,206,0.384799987077713
1997,188,321,377,68,0.9473000168800354
1998,188,321,376,69,0.9606999754905701
1999,188,321,387,65,0.9694000482559204
2000,188,321,394,72,0.9630999565124512
1997,189,862,259,261,0.5590000152587891
1998,189,862,283,255,0.642300009727478
1999,189,862,381,208,0.35669997334480286
2000,189,862,368,212,0.42169997096061707
1997,190,478,219,88,0.7037000060081482
1998,190,478,274,97,0.7305999994277954
1999,190,478,255,102,0.7208000421524048
2000,190,478,377,108,0.4966999888420105
1997,191,411,152,112,0.45249998569488525
1998,191,411,122,116,0.41589999198913574
1999,191,411,198,100,0.5139999985694885
2000,191,411,143,123,0.6040999889373779
1997,192,460,273,94,0.767799973487854
1998,192,460,277,102,0.7937999963760376
1999,192,460,302,98,0.8118000030517578
2000,192,460,311,101,0.8091999888420105
1997,193,937,186,119,0.905500054359436
1998,193,937,140,118,0.7669000029563904
1999,193,937,146,128,0.8526999950408936
2000,193,937,119,138,0.7405999898910522
1997,194,650,172,210,0.671500027179718
1998,194,650,190,196,0.7678999900817871
1999,194,650,175,230,0.7651999592781067
2000,194,650,199,240,0.7283999919891357
1997,195,520,244,86,0.8622000217437744
1998,195,520,226,95,0.8479000329971313
1999,195,520,248,96,0.8852999806404114
2000,195,520,265,99,0.879800021648407
1997,196,675,217,110,0.43400001525878906
1998,196,675,214,121,0.5127000212669373
1999,196,675,280,118,0.5527999997138977
2000,196,675,312,124,0.539900004863739
1997,197,736,213,119,0.512499988079071
1998,197,736,212,124,0.5151000022888184
1999,197,736,242,132,0.5324000120162964
2000,197,736,279,121,0.563800036907196
1997,198,344,674,69,0.5943000316619873
1998,198,344,742,68,0.5461000204086304
1999,198,344,738,71,0.5945999622344971
2000,198,344,729,78,0.6154999732971191
1997,199,335,141,64,0.9746000170707703
1998,199,335,151,71,0.9625999927520752
1999,199,335,147,71,0.984499990940094
2000,199,335,162,72,0.9839000105857849
1997,200,291,356,58,0.5595999956130981
1998,200,291,360,70,0.5442000031471252
1999,200,291,404,64,0.5047000050544739
2000,200,291,405,69,0.5049999952316284
1997,201,522,281,122,0.951200008392334
1998,201,522,281,125,0.95169997215271
1999,201,522,259,126,0.9480000138282776
2000,201,522,225,143,0.9530999660491943
1997,202,399,779,69,0.5339000225067139
1998,202,399,888,69,0.5691999793052673
1999,202,399,904,68,0.5011000037193298
2000,202,399,831,80,0.5099999904632568
1997,203,287,374,58,0.6873999834060669
1998,203,287,382,60,0.6150999665260315
1999,203,287,427,60,0.6453999876976013
2000,203,287,445,66,0.6772000193595886
1997,204,396,331,176,0.8756999969482422
1998,204,396,293,182,0.8784999847412109
1999,204,396,257,197,0.8944000005722046
2000,204,396,212,210,0.9307000041007996
1997,205,727,448,229,0.8966000080108643
1998,205,727,440,219,0.8830999732017517
1999,205,727,473,233,0.9146000146865845
2000,205,727,389,271,0.9205999970436096
1997,206,867,2471,211,0.4634999930858612
1998,206,867,2167,219,0.4909000098705292
1999,206,867,1928,271,0.4868999719619751
2000,206,867,2309,243,0.42890000343322754
1997,207,752,347,280,0.8822000026702881
1998,207,752,341,293,0.9061000347137451
1999,207,752,413,256,0.8774999976158142
2000,207,752,374,263,0.8705999851226807
1997,208,563,414,252,0.8586000204086304
1998,208,563,359,231,0.8676999807357788
1999,208,563,481,219,0.7664999961853027
2000,208,563,402,251,0.8359999656677246
1997,209,1783,120,249,0.27250000834465027
1998,209,1783,106,281,0.5178999900817871
1999,209,1783,85,311,0.5024999976158142
2000,209,1783,139,250,0.40389999747276306
1997,210,640,365,158,0.6121000051498413
1998,210,640,429,153,0.6158999800682068
1999,210,640,524,136,0.6225999593734741
2000,210,640,323,195,0.4236999750137329
1997,211,1562,1057,352,0.6405999660491943
1998,211,1562,1164,319,0.6758000254631042
1999,211,1562,1135,319,0.6256999969482422
2000,211,1562,1216,364,0.5827000141143799
1997,212,1754,900,243,0.6733999848365784
1998,212,1754,862,266,0.6787000298500061
1999,212,1754,970,258,0.6974999904632568
2000,212,1754,1043,273,0.6377000212669373
1997,213,632,733,256,0.8716000318527222
1998,213,632,731,245,0.8664000034332275
1999,213,632,720,262,0.8511000275611877
2000,213,632,647,274,0.8533000349998474
1997,214,1237,841,142,0.474700003862381
1998,214,1237,1217,137,0.6061000227928162
1999,214,1237,1430,132,0.5701000094413757
2000,214,1237,1682,135,0.5670999884605408
1997,215,1249,663,138,0.7809999585151672
1998,215,1249,676,136,0.7555000185966492
1999,215,1249,767,136,0.7907000184059143
2000,215,1249,745,142,0.785800039768219
1997,216,646,173,208,0.5408000349998474
1998,216,646,203,168,0.5315000414848328
1999,216,646,161,168,0.6421999931335449
2000,216,646,241,154,0.8256999850273132
1997,217,1597,531,345,0.6941999793052673
1998,217,1597,594,338,0.6313999891281128
1999,217,1597,646,317,0.703499972820282
2000,217,1597,739,317,0.7258999347686768
1997,218,818,266,244,0.6198999881744385
1998,218,818,245,220,0.4850999712944031
1999,218,818,297,210,0.4781000018119812
2000,218,818,320,207,0.6254000067710876
1997,219,1012,255,150,0.5259999632835388
1998,219,1012,236,144,0.49650001525878906
1999,219,1012,277,128,0.4016999900341034
2000,219,1012,271,132,0.46970000863075256
1997,220,1258,325,232,0.47119998931884766
1998,220,1258,326,223,0.4511999785900116
1999,220,1258,338,229,0.48009997606277466
2000,220,1258,319,228,0.426800012588501
1997,221,2611,1523,334,0.39160001277923584
1998,221,2611,1800,290,0.41449999809265137
1999,221,2611,1374,364,0.4043000042438507
2000,221,2611,1592,366,0.3686000108718872
1997,222,1140,212,232,0.770799994468689
1998,222,1140,207,189,0.7246000170707703
1999,222,1140,249,191,0.6793000102043152
2000,222,1140,242,211,0.7825000286102295
1997,223,1258,850,182,0.7296000123023987
1998,223,1258,813,185,0.704800009727478
1999,223,1258,807,190,0.7204000353813171
2000,223,1258,760,198,0.7019999623298645
1997,224,860,336,219,0.7268000245094299
1998,224,860,293,213,0.7422000169754028
1999,224,860,336,195,0.6669000387191772
2000,224,860,334,223,0.6712999939918518
1997,225,1124,661,343,0.7726999521255493
1998,225,1124,730,280,0.8199999928474426
1999,225,1124,1007,220,0.7710999846458435
2000,225,1124,1010,247,0.7626000046730042
1997,226,739,115,119,0.7811000347137451
1998,226,739,126,129,0.6919999718666077
1999,226,739,169,107,0.6751999855041504
2000,226,739,204,101,0.6231000423431396
1997,227,944,265,174,0.48169997334480286
1998,227,944,208,172,0.46939998865127563
1999,227,944,215,162,0.49490001797676086
2000,227,944,161,251,0.4959000051021576
1997,228,1368,343,179,0.3011000156402588
1998,228,1368,403,156,0.2784000039100647
1999,228,1368,398,156,0.2888999879360199
2000,228,1368,428,163,0.3265000283718109
1997,229,185,6563,129,0.4099000096321106
1998,229,185,6415,134,0.4284000098705292
1999,229,185,7096,139,0.4343000054359436
2000,229,185,6883,145,0.4275999963283539
1997,230,468,210,160,0.8242999911308289
1998,230,468,183,170,0.8761000037193298
1999,230,468,197,169,0.7084999680519104
2000,230,468,180,192,0.4571000039577484
1997,231,1121,2021,126,0.8033000230789185
1998,231,1121,2039,123,0.7515000104904175
1999,231,1121,2260,118,0.6509999632835388
2000,231,1121,2306,129,0.5943000316619873
1997,232,280,1662,146,0.9077999591827393
1998,232,280,1782,136,0.8758999705314636
1999,232,280,2025,145,0.7972000241279602
2000,232,280,1602,207,0.7869000434875488
1997,233,2301,658,238,0.4415000081062317
1998,233,2301,527,266,0.4052000045776367
1999,233,2301,615,236,0.34689998626708984
2000,233,2301,538,294,0.3941999673843384
1997,234,496,632,217,0.9247000217437744
1998,234,496,628,217,0.8458000421524048
1999,234,496,730,193,0.9318000078201294
2000,234,496,641,237,0.9434999823570251
1997,235,2541,246,339,0.29670000076293945
1998,235,2541,259,325,0.4113999903202057
1999,235,2541,208,382,0.3158000111579895
2000,235,2541,225,398,0.3149999976158142
1997,236,612,537,193,0.628000020980835
1998,236,612,585,187,0.6441999673843384
1999,236,612,741,132,0.5081999897956848
2000,236,612,746,146,0.5849999785423279
1997,237,474,187,202,0.7752999663352966
1998,237,474,175,213,0.8587000370025635
1999,237,474,211,200,0.8077999949455261
2000,237,474,233,222,0.6597000360488892
1997,238,343,278,153,0.9283999800682068
1998,238,343,279,125,0.914400041103363
1999,238,343,243,152,0.9430999755859375
2000,238,343,334,172,0.7229000329971313
1997,239,2642,121,324,0.3261999785900116
1998,239,2642,104,358,0.44599997997283936
1999,239,2642,113,375,0.4058000147342682
2000,239,2642,118,407,0.44130000472068787
1997,240,2106,242,289,0.7069999575614929
1998,240,2106,274,300,0.6869999766349792
1999,240,2106,284,311,0.625
2000,240,2106,309,300,0.6394000053405762
1997,241,2588,490,276,0.287200003862381
1998,241,2588,434,312,0.43479999899864197
1999,241,2588,394,331,0.4564000070095062
2000,241,2588,463,352,0.4025000035762787
1997,242,2704,1548,460,0.6284999847412109
1998,242,2704,1811,382,0.5733000040054321
1999,242,2704,1709,453,0.5561999678611755
2000,242,2704,1815,488,0.49959999322891235
1997,243,2689,473,459,0.6744999885559082
1998,243,2689,550,408,0.657200038433075
1999,243,2689,530,452,0.7042999863624573
2000,243,2689,601,522,0.7094999551773071
1997,244,2592,212,363,0.31290000677108765
1998,244,2592,175,403,0.27570000290870667
1999,244,2592,209,363,0.22700001299381256
2000,244,2592,177,410,0.2622999846935272
1997,245,1222,193,136,0.6412999629974365
1998,245,1222,162,138,0.4959999918937683
1999,245,1222,147,143,0.48409998416900635
2000,245,1222,121,153,0.43630000948905945
1997,246,2497,552,301,0.41169998049736023
1998,246,2497,537,299,0.3630000054836273
1999,246,2497,527,334,0.32659998536109924
2000,246,2497,500,363,0.2817000150680542
1997,247,1046,344,310,0.719700038433075
1998,247,1046,338,309,0.7878000140190125
1999,247,1046,322,336,0.7254000306129456
2000,247,1046,319,370,0.7421000003814697
1997,248,1185,1103,137,0.5170999765396118
1998,248,1185,1034,126,0.5600000023841858
1999,248,1185,1226,125,0.45270001888275146
2000,248,1185,1224,133,0.5311999917030334
1997,249,406,3362,141,0.714400053024292
1998,249,406,3667,126,0.7757999897003174
1999,249,406,4052,121,0.637499988079071
2000,249,406,3625,152,0.6004000306129456
1997,250,1197,1037,149,0.7019999623298645
1998,250,1197,863,152,0.7373000383377075
1999,250,1197,1028,145,0.5174999833106995
2000,250,1197,863,153,0.5532000064849854
1997,251,473,329,206,0.465800017118454
1998,251,473,307,208,0.4683000147342682
1999,251,473,690,99,0.3513999879360199
2000,251,473,537,120,0.4104999899864197
1997,252,1167,157,133,0.5476999878883362
1998,252,1167,171,126,0.47450000047683716
1999,252,1167,182,130,0.47099998593330383
2000,252,1167,304,115,0.3569999933242798
1997,253,1989,215,168,0.36020001769065857
1998,253,1989,241,180,0.28380000591278076
1999,253,1989,227,195,0.31120002269744873
2000,253,1989,320,166,0.5058000087738037
1997,254,292,1133,142,0.5831000208854675
1998,254,292,1222,125,0.5703999996185303
1999,254,292,1141,145,0.590999960899353
2000,254,292,2022,96,0.4271000027656555
1997,255,1011,443,116,0.4081000089645386
1998,255,1011,552,102,0.5210999846458435
1999,255,1011,519,111,0.6384999752044678
2000,255,1011,700,107,0.3646000027656555
1997,256,279,224,196,0.9616999626159668
1998,256,279,215,201,0.9535999894142151
1999,256,279,178,213,0.9621999859809875
2000,256,279,161,255,0.9587999582290649
1997,257,1055,182,136,0.6327000260353088
1998,257,1055,224,122,0.538100004196167
1999,257,1055,273,124,0.5539000034332275
2000,257,1055,395,107,0.4204999804496765
1997,258,296,240,157,0.8440000414848328
1998,258,296,215,161,0.8519999980926514
1999,258,296,212,160,0.8607000112533569
2000,258,296,120,169,0.9003999829292297
1997,259,851,148,167,0.8773000240325928
1998,259,851,114,220,0.8698000311851501
1999,259,851,118,229,0.8913999795913696
2000,259,851,123,233,0.8680000305175781
1997,260,223,1652,67,0.9835000038146973
1998,260,223,1693,67,0.9905000329017639
1999,260,223,1855,67,0.9995999932289124
2000,260,223,1823,71,0.9994000196456909
1997,261,325,2154,68,0.9995999932289124
1998,261,325,2268,73,0.9923000335693359
1999,261,325,2329,78,0.9944000244140625
2000,261,325,2426,83,0.9939000010490417
1997,262,369,1159,57,0.6823999881744385
1998,262,369,1251,61,0.6690000295639038
1999,262,369,1357,60,0.6281000375747681
2000,262,369,1254,66,0.6340000033378601
1997,263,817,384,119,0.6897000074386597
1998,263,817,408,119,0.7433000206947327
1999,263,817,423,122,0.7608999609947205
2000,263,817,440,136,0.7398999929428101
1997,264,374,198,75,0.8924999833106995
1998,264,374,199,87,0.8119000196456909
1999,264,374,177,91,0.9065000414848328
2000,264,374,185,95,0.9248000383377075
1997,265,358,1474,61,0.9922000169754028
1998,265,358,1557,70,0.9837000370025635
1999,265,358,1568,76,0.9847000241279602
2000,265,358,1620,81,0.9833999872207642
1997,266,326,1537,87,0.9973999857902527
1998,266,326,1482,83,0.9979000091552734
1999,266,326,1380,93,0.9983000159263611
2000,266,326,1169,105,0.9980999827384949
1997,267,296,1264,66,0.9998000264167786
1998,267,296,1353,68,0.8222000002861023
1999,267,296,1273,76,0.9995999932289124
2000,267,296,1319,83,0.9995999932289124
1997,268,937,596,118,0.6764000058174133
1998,268,937,651,121,0.7287000417709351
1999,268,937,654,131,0.7750999927520752
2000,268,937,743,143,0.7250000238418579
1997,269,262,193,171,0.5196999907493591
1998,269,262,203,162,0.5652000308036804
1999,269,262,206,175,0.5327000021934509
2000,269,262,483,91,0.4571000039577484
1997,270,761,179,172,0.5236999988555908
1998,270,761,167,194,0.4847000241279602
1999,270,761,117,220,0.4731000065803528
2000,270,761,108,177,0.4975000023841858
1997,271,634,490,156,0.3449999988079071
1998,271,634,478,160,0.43619999289512634
1999,271,634,458,180,0.38019999861717224
2000,271,634,453,186,0.4320000112056732
1997,272,444,171,186,0.8454000353813171
1998,272,444,185,182,0.7958000302314758
1999,272,444,182,217,0.801800012588501
2000,272,444,187,167,0.7273000478744507
1997,273,599,572,254,0.5681999921798706
1998,273,599,626,253,0.5659000277519226
1999,273,599,618,256,0.5943000316619873
2000,273,599,644,248,0.621999979019165
1997,274,430,186,240,0.894599974155426
1998,274,430,192,233,0.905299961566925
1999,274,430,193,245,0.7176999449729919
2000,274,430,187,249,0.6362000107765198
1997,275,937,593,229,0.5131999850273132
1998,275,937,491,270,0.5547000169754028
1999,275,937,423,292,0.5188999772071838
2000,275,937,432,317,0.5418999791145325
1997,276,1339,181,270,0.6579000353813171
1998,276,1339,192,274,0.6272000074386597
1999,276,1339,233,265,0.5888999700546265
2000,276,1339,218,288,0.6495999693870544
1997,277,500,298,226,0.5099999904632568
1998,277,500,278,239,0.4847000241279602
1999,277,500,306,251,0.46709999442100525
2000,277,500,291,256,0.4690000116825104
1997,278,632,217,186,0.8245999813079834
1998,278,632,248,187,0.7795999646186829
1999,278,632,227,191,0.8561000227928162
2000,278,632,287,175,0.86080002784729
1997,279,643,199,239,0.8870999813079834
1998,279,643,216,239,0.9112000465393066
1999,279,643,252,245,0.9124000072479248
2000,279,643,223,269,0.9153000116348267
1997,280,914,222,252,0.7060999870300293
1998,280,914,246,259,0.5759999752044678
1999,280,914,254,281,0.5184000134468079
2000,280,914,264,315,0.44119998812675476
1997,281,428,151,204,0.9444999694824219
1998,281,428,163,203,0.8998000621795654
1999,281,428,154,216,0.890500009059906
2000,281,428,164,213,0.8758999705314636
1997,282,329,193,200,0.9035999774932861
1998,282,329,174,219,0.9283000230789185
1999,282,329,139,222,0.9051999449729919
2000,282,329,134,260,0.9130000472068787
